0000700010120160801PRBGI4VQJML20143620160831000000001590000033000000000000000000000000000000000000000063000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160707+00000280+00000000+0000000000636 +0000000000543 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P015900       EMERC2016083120160901+0000000000000+0000000000000
0000720010120160801PRBGI4VQJMZ20143620160831000000001550000033000000000000000092218000000002824400000189000000050000013000000+0000000000000+00000000+00000213+00000213+00000230+0000021500015+0000023014300020160801+00000180+00000230+0000000000275 +0000000000211 00000000000000000000000000000000000000000000000000000002200000278+00000050+0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P015500       EMERC2016083120160901+0000000000000+0000000000000
0000740010120160801PRBGI4VQJM020143620160831000000001500000033000000000000000001306000000000040000000000000000010000000900000+0000000000000+00000000+00000044+00000044+00000044+0000004400009+0000004409550020160801+00000000+00000044+0000000000032 +0000000000024 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P015000       EMERC2016083120160901+0000000000000+0000000000000
0000760010120160801PRBGI4VQJM120143620160831000000001600000033000000000000000000000000000000000000000186000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160720+00000430+00000000+0000000000734 +0000000000637 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P016000       EMERC2016083120160901+0000000000000+0000000000000
0000780010120160801PRBGI4VQJM320143620160831000000001610000033000000000000000000000000000000000000000100000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160606+00000100+00000000+0000000000832 +0000000000734 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P016100       EMERC2016083120160901+0000000000000+0000000000000
0000800010120160801PRBGI4VQJM520143620160831000000001620000033000000000000000000000000000000000000000007000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160705+00000421+00000000+0000000000930 +0000000000831 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P016200       EMERC2016083120160901+0000000000000+0000000000000
0000820010120160801PRBGI4VQJM720143620160831000000001630000033000000000000000000000000000000000000000516000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160628+00000302+00000000+0000000001029 +0000000000929 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P016300       EMERC2016083120160901+0000000000000+0000000000000
0000840010120160801PRBGI4VQJN320143620160831000000001530000033000000000000000004702000000000144000000000000000010000001500000+0000000000000+00000000+00000095+00000095+00000095+0000009500015+0000009514320020160801+00000000+00000095+0000000000138 +0000000000102 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P015300       EMERC2016083120160901+0000000000000+0000000000000
0000860010120160801PRBGI4VQJN420143620160831000000001535000033000000000000000041745000000001278600000000000000040000011500000+0000000000000+00000000+00000110+00000110+00000110+0000011000005+0000011011350020160801+00000000+00000110+0000000000168 +0000000000124 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P015350       EMERC2016083120160901+0000000000000+0000000000000
0000880010120160801PRBGI4VQJN520143620160831000000001540000033000000000000000021780000000000667100000000000000010000006000000+0000000000000+00000000+00000110+00000110+00000110+0000011000060+0000011009130020160801+00000000+00000110+0000000000201 +0000000000150 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000220003000022Q16 0000000000000000000000000000000000000                    BGIQ16P015400       EMERC2016083120160901+0000000000000+0000000000000
0000900010120160801PRBGI4CUJIN20143620160930000000001600000033000000000000000000000000000000000000000160000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160726+00000082+00000000+0000000000019 +0000000000048 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016000       EMERC2016093020161003+0000000000000+0000000000000
0000920010120160801PRBGI4CUJIQ20143620160930000000001610000033000000000000000000000000000000000000000030000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160727+00000020+00000000+0000000000013 +0000000000033 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016100       EMERC2016093020161003+0000000000000+0000000000000
0000940010120160801PRBGI4CUJIS20143620160930000000001620000033000000000000000000000000000000000000000005000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160712+00000229+00000000+0000000000008 +0000000000023 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016200       EMERC2016093020161003+0000000000000+0000000000000
0000960010120160801PRBGI4CUJIT20143620160930000000001625000033000000000000000000000000000000000000000090000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160727+00000010+00000000+0000000000006 +0000000000019 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016250       EMERC2016093020161003+0000000000000+0000000000000
0000980010120160801PRBGI4CUJIZ20143620160930000000001650000033000000000000000000000000000000000000000060000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160518+00000209+00000000+0000000000002 +0000000000006 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016500       EMERC2016093020161003+0000000000000+0000000000000
